id,Hospital Value,Description,MiHIN Value,MiHIN Description
2cc06b471daceb6400e2cc965638a7a5,19646,STATE FARM AUTO,,""
2cc06b471daceb6400e2cc965638a7a5,51239,STATE FARM AUTO INSURANCE,,""
2cc06b471daceb6400e2cc965638a7a5,19648,STATE FARM INS AUTO,,""
2cc06b471daceb6400e2cc965638a7a5,19658,TOTAL HEALTH CARE COMML,,""
2cc06b471daceb6400e2cc965638a7a5,695075,TOTAL HEALTH CARE MEDICAID HMP,,MEDICAID
2cc06b471daceb6400e2cc965638a7a5,489535,TOTAL HEALTH MEDICAID APC,,MEDICAID
2cc06b471daceb6400e2cc965638a7a5,3774,TRAVELERS,,""
2cc06b471daceb6400e2cc965638a7a5,521730,TRICARE EUROPE OVERSEAS,,""
2cc06b471daceb6400e2cc965638a7a5,19561,TRICARE FOR LIFE,,""
2cc06b471daceb6400e2cc965638a7a5,3776,TRICARE FOR LIFE,,""
2cc06b471daceb6400e2cc965638a7a5,51241,TRICARE FOR LIFE,,""
2cc06b471daceb6400e2cc965638a7a5,600092,UHC COMMUNITY PLAN MEDICARE,,""
2cc06b471daceb6400e2cc965638a7a5,769,UMR,,""
2cc06b471daceb6400e2cc965638a7a5,695074,UNITED HEALTCARE COMMUNITY HMP,,""
2cc06b471daceb6400e2cc965638a7a5,722151,UNITED HEALTH CARE COMM PLAN MI CHILD,,""
2cc06b471daceb6400e2cc965638a7a5,499810,UNITED HEALTHCARE OXFORD,,""
2cc06b471daceb6400e2cc965638a7a5,3779,UNITED MEDICAL RESOURCES,,""
2cc06b471daceb6400e2cc965638a7a5,724756,UNITED MEDICAL RESOURCES,,""
2cc06b471daceb6400e2cc965638a7a5,172,UNVERIFIED INSURANCE,,""
2cc06b471daceb6400e2cc965638a7a5,61,UPPER PENINSULA HEALTH PL,,""
2cc06b471daceb6400e2cc965638a7a5,33,UPPER PENINSULA HLTH PLN PLUS,,""
2cc06b471daceb6400e2cc965638a7a5,475142,US DOL OWCP FECA,,""
2cc06b471daceb6400e2cc965638a7a5,722824,USAA,,""
2cc06b471daceb6400e2cc965638a7a5,161,VALUE OPTIONS,,""
2cc06b471daceb6400e2cc965638a7a5,263097,VALUE OPTIONS,,""
2cc06b471daceb6400e2cc965638a7a5,19676,VETERANS ADMINISTRATION,,""
2cc06b471daceb6400e2cc965638a7a5,63926,VETERANS ADMINISTRATION,,""
2cc06b471daceb6400e2cc965638a7a5,3686,WC ACCIDENT FUND OF MI,,""
2cc06b471daceb6400e2cc965638a7a5,3693,WC AMERISURE,,""
2cc06b471daceb6400e2cc965638a7a5,158,WC CITIZENS,,""
2cc06b471daceb6400e2cc965638a7a5,3717,WC COMPREHENSIVE RISK SERV LRMC,,""
2cc06b471daceb6400e2cc965638a7a5,103,WC GALLAGHER BASSETT,,""
2cc06b471daceb6400e2cc965638a7a5,3723,WC GALLAGHER BASSETT,,""
2cc06b471daceb6400e2cc965638a7a5,105,WC HARTFORD MEDICAL MGMT,,""
2cc06b471daceb6400e2cc965638a7a5,3740,WC LIBERTY MUTUAL,,""
2cc06b471daceb6400e2cc965638a7a5,3768,WC SEDGWICK CMS,,""
2cc06b471daceb6400e2cc965638a7a5,107,WC TRAVELERS,,""
2cc06b471daceb6400e2cc965638a7a5,3775,WC TRAVELERS,,""
2cc06b471daceb6400e2cc965638a7a5,110,WC ZURICH AMERICAN,,""
2cc06b471daceb6400e2cc965638a7a5,3785,WC ZURICH AMERICAN,,""
2cc06b471daceb6400e2cc965638a7a5,19681,WORK COMP AMR SEDGWICK CMS,,""
2cc06b471daceb6400e2cc965638a7a5,19689,WORK COMP BROADSPIRE,,""
2cc06b471daceb6400e2cc965638a7a5,139,COSMETIC SURGERY - SELF,,""
2ce4f51d3fe7414954fcda66326783e5,3684,AAA CLAIMS OFFICE,,""
2ce4f51d3fe7414954fcda66326783e5,19422,AAA MICHIGAN,,""
2ce4f51d3fe7414954fcda66326783e5,51125,AARP,,""
2ce4f51d3fe7414954fcda66326783e5,19434,AARP UNITED HEALTHCARE,,""
2ce4f51d3fe7414954fcda66326783e5,506,ADM SYSTEMS RESEARCH,,""
2ce4f51d3fe7414954fcda66326783e5,19554,ADVOMAS,,""
2ce4f51d3fe7414954fcda66326783e5,ADVO,ADVOMAS,,""
2ce4f51d3fe7414954fcda66326783e5,274489,ADVOMAS AUTO PENDING,,""
2ce4f51d3fe7414954fcda66326783e5,953174,ADVOMAS WORK COMP,,""
2ce4f51d3fe7414954fcda66326783e5,508,AETNA,,""
2ce4f51d3fe7414954fcda66326783e5,699425,AETNA MEDICARE ADV,,MEDICARE
2ce4f51d3fe7414954fcda66326783e5,19424,AETNA US HEALTHCARE,,""
2ce4f51d3fe7414954fcda66326783e5,19526,AETNA US HLTHCARE JVHL LAB,,""
2ce4f51d3fe7414954fcda66326783e5,722821,ALLIANCE HEALTH AND LIFE,,""
2ce4f51d3fe7414954fcda66326783e5,19430,ALLSTATE,,""
2ce4f51d3fe7414954fcda66326783e5,3691,ALLSTATE AUTO INSURANCE,,""
2ce4f51d3fe7414954fcda66326783e5,51130,ALLSTATE AUTO INSURANCE,,""
2ce4f51d3fe7414954fcda66326783e5,532,APWU-AMERICAN POSTAL WR,,""
2ce4f51d3fe7414954fcda66326783e5,722823,ASR HEALTH BENEFITS,,""
2ce4f51d3fe7414954fcda66326783e5,19435,AUTO OWNERS,,""
2ce4f51d3fe7414954fcda66326783e5,539,AUTO OWNERS HEALTH INS,,""
2ce4f51d3fe7414954fcda66326783e5,166,BAY COUNTY HEALTH DEPT,,""
2ce4f51d3fe7414954fcda66326783e5,3697,BC BCBSM FEP,,BCBSM
2ce4f51d3fe7414954fcda66326783e5,3698,BC BCBSM TRADITIONAL,,BCBSM
2ce4f51d3fe7414954fcda66326783e5,3706,BC BLUE CROSS PSYCH,,""
2ce4f51d3fe7414954fcda66326783e5,19447,BCBSM            BLUE CHOICE,,BCBSM
2ce4f51d3fe7414954fcda66326783e5,51133,BCBSM-FEP,,BCBSM
2ce4f51d3fe7414954fcda66326783e5,51134,BCBSM-MCGH EMPLOYEES,,BCBSM
2ce4f51d3fe7414954fcda66326783e5,51135,BCBSM-TRADITIONAL,,BCBSM
2ce4f51d3fe7414954fcda66326783e5,51137,BEAUMONT EMP HLTH/HARRINGTON,,""
2ce4f51d3fe7414954fcda66326783e5,157,BLOOD ALCOHOL,,""
2ce4f51d3fe7414954fcda66326783e5,200,BLUE CARE NETWORK,,BCBSM
2ce4f51d3fe7414954fcda66326783e5,19529,BLUE CARE NETWORK JVHL LAB,,BCBSM
2ce4f51d3fe7414954fcda66326783e5,500234,BLUE CROSS COMPLETE,,BCBSM
2ce4f51d3fe7414954fcda66326783e5,695089,BLUE CROSS COMPLETE HMP,,BCBSM
2ce4f51d3fe7414954fcda66326783e5,19445,BLUE CROSS DOUBLE COVERAGE,,BCBSM
2ce4f51d3fe7414954fcda66326783e5,19453,BLUE CROSS UPS,,BCBSM
2ce4f51d3fe7414954fcda66326783e5,766030,BRAVO MAMMO PROGRAM,,""
2ce4f51d3fe7414954fcda66326783e5,19462,CAPE MEDICAL OUTPATIENT T-19,,""
2ce4f51d3fe7414954fcda66326783e5,70,CARDIAC VASCULAR RESEARCH NM,,""
2ce4f51d3fe7414954fcda66326783e5,156,CARDIOVASCULAR RESEARCH,,""
2ce4f51d3fe7414954fcda66326783e5,19531,CARE CHOICES HMO JVHL LAB,,""
2ce4f51d3fe7414954fcda66326783e5,19562,CHAMPVA,,""
2ce4f51d3fe7414954fcda66326783e5,51143,CHAMPVA,,""
2ce4f51d3fe7414954fcda66326783e5,569,CHAMPVA,,""
2ce4f51d3fe7414954fcda66326783e5,3708,CHAMPVA HEALTH ADM CENTER,,""
2ce4f51d3fe7414954fcda66326783e5,241887,CHARITY CARE (PT. ACCOUNTS ONLY),,""
2ce4f51d3fe7414954fcda66326783e5,475089,CHILDRENS FREE CLINIC SVCS GRANT,,""
2ce4f51d3fe7414954fcda66326783e5,19485,CHILDRENS VILLAGE,,""
2ce4f51d3fe7414954fcda66326783e5,51147,CHOICECARE HUMANA,,""
2ce4f51d3fe7414954fcda66326783e5,571,CIC BENEFIT SOLUTIONS,,""
2ce4f51d3fe7414954fcda66326783e5,3709,CIGNA,,""
2ce4f51d3fe7414954fcda66326783e5,570,CIGNA CONN GENERAL,,""
2ce4f51d3fe7414954fcda66326783e5,19471,CITIZENS INSURANCE COMPANY,,""
2ce4f51d3fe7414954fcda66326783e5,289394,CMIM CONSUMERS MUTUAL INSURANCE COMPANY,,""
2ce4f51d3fe7414954fcda66326783e5,21,COFINITY AMER MED SECURI,,""
2ce4f51d3fe7414954fcda66326783e5,23,COFINITY HUMANA,,""
2ce4f51d3fe7414954fcda66326783e5,5908,COMMERCIAL LITIGATIONS,,""
2ce4f51d3fe7414954fcda66326783e5,760582,COMMUNITY CARE ASSOCIATES INC,,""
2ce4f51d3fe7414954fcda66326783e5,575,CONSUMERS MUTUAL INS,,""
2ce4f51d3fe7414954fcda66326783e5,51152,COURIER PROBLEM-SELF PAY,,""
2ce4f51d3fe7414954fcda66326783e5,695080,COVENTRY CARES HMP,,""
2ce4f51d3fe7414954fcda66326783e5,695520,COVENTRY CARES MI CHILD,,""
2ce4f51d3fe7414954fcda66326783e5,711773,COVENTRY HEALTH CARE,,""
2ce4f51d3fe7414954fcda66326783e5,796780,COVENTRYCARES MEDICAID,,""
2ce4f51d3fe7414954fcda66326783e5,0000,DEFAULT,,""
2ce4f51d3fe7414954fcda66326783e5,155,DISABILITY CONSULTANTS - DR. JOHNSON,,""
2ce4f51d3fe7414954fcda66326783e5,51153,DMC CARE,,""
2ce4f51d3fe7414954fcda66326783e5,19533,DMC CARE JVHL LAB,,""
2ce4f51d3fe7414954fcda66326783e5,51155,DMC LAB PPOM,,""
2ce4f51d3fe7414954fcda66326783e5,514945,EMP HLTH MCLAREN HLTH PLAN & ADV,,""
2ce4f51d3fe7414954fcda66326783e5,480319,EMP HLTH POH REG MED CTR,,""
2ce4f51d3fe7414954fcda66326783e5,165,EMPLOYEE OCC HEALTH,,""
2ce4f51d3fe7414954fcda66326783e5,3719,FARM BUREAU,,""
2ce4f51d3fe7414954fcda66326783e5,3720,FARMERS INS CLAIM OFFICE,,""
2ce4f51d3fe7414954fcda66326783e5,19492,FARMERS INSURANCE,,""
2ce4f51d3fe7414954fcda66326783e5,162,FRANKENMUTH MUTUAL,,""
2ce4f51d3fe7414954fcda66326783e5,19614,GIFT OF LIFE MICHIGAN,,""
2ce4f51d3fe7414954fcda66326783e5,632,GOLDEN RULE INS CO,,""
2ce4f51d3fe7414954fcda66326783e5,3726,GOVERNMENT EMP HEALTH ASSN,,""
2ce4f51d3fe7414954fcda66326783e5,38,GOVERNMENT EMP HEALTH ASSN,,""
2ce4f51d3fe7414954fcda66326783e5,51162,GREAT LAKES HEALTH PLAN,,""
2ce4f51d3fe7414954fcda66326783e5,19504,GREAT LAKES MEDICAID,,MEDICAID
2ce4f51d3fe7414954fcda66326783e5,171,GREAT LAKES RESEARCH,,""
2ce4f51d3fe7414954fcda66326783e5,3729,GREAT WEST HEALTHCARE,,""
2ce4f51d3fe7414954fcda66326783e5,40,GREAT WEST HEALTHCARE,,""
2ce4f51d3fe7414954fcda66326783e5,51163,GREAT-WEST HEALTHCARE,,""
2ce4f51d3fe7414954fcda66326783e5,51164,HAP ALLIANCE EPA/POS,,HAP
2ce4f51d3fe7414954fcda66326783e5,19535,HAP HMO JVHL LAB,,HAP
2ce4f51d3fe7414954fcda66326783e5,19539,HAP MIDWEST HEALTH PLAN JVHL LAB,,HAP
2ce4f51d3fe7414954fcda66326783e5,695079,HAP MIDWEST MEDICAID HMP,,MEDICAID
2ce4f51d3fe7414954fcda66326783e5,19512,HAP POS,,HAP
2ce4f51d3fe7414954fcda66326783e5,51169,HAP PREFERRED EPA/POS,,HAP
2ce4f51d3fe7414954fcda66326783e5,51170,HAP PREFERRED EPO/PPO,,HAP
2ce4f51d3fe7414954fcda66326783e5,63917,HAP SENIOR PLUS - HFHS ONLY,,HAP
2ce4f51d3fe7414954fcda66326783e5,650,HAP-HEALTH ALLIANCE PLAN,,HAP
2ce4f51d3fe7414954fcda66326783e5,32,HDI AUDIT/MCR PLUS BLUE,,""
2ce4f51d3fe7414954fcda66326783e5,132,HEALTH ADVANTAGE PPO,,""
2ce4f51d3fe7414954fcda66326783e5,5490,HEALTH ADVANTAGE PPO,,""
2ce4f51d3fe7414954fcda66326783e5,19505,HEALTH ALLIANCE PLAN HAP,,""
2ce4f51d3fe7414954fcda66326783e5,19414,HEALTH ALLIANCE PLAN MEDICARE,,""
2ce4f51d3fe7414954fcda66326783e5,46,HEALTH CHOICE,,""
2ce4f51d3fe7414954fcda66326783e5,51178,HEALTH PLAN OF MICHIGAN,,""
2ce4f51d3fe7414954fcda66326783e5,19517,HEALTH PLUS OF MI CAID,,HEALTHPLUS
2ce4f51d3fe7414954fcda66326783e5,695084,HEALTH PLUS OF MI CAID MHP,,HEALTHPLUS
2ce4f51d3fe7414954fcda66326783e5,565621,HEALTH PLUS OF MI FFS JVHL LAB,,HEALTHPLUS
2ce4f51d3fe7414954fcda66326783e5,565601,HEALTH PLUS OF MI HMO JVHL LAB,,HEALTHPLUS
2ce4f51d3fe7414954fcda66326783e5,21194,HEALTH SOURCE CAID,,""
2ce4f51d3fe7414954fcda66326783e5,699429,HEALTHPLUS MEDICARE ADV,,MEDICARE
2ce4f51d3fe7414954fcda66326783e5,710299,HEALTHPLUS OF MI HMO OUT OF NETWORK,,HEALTHPLUS
2ce4f51d3fe7414954fcda66326783e5,654,HEALTHPLUS OF MICHIGAN,,HEALTHPLUS
2ce4f51d3fe7414954fcda66326783e5,5489,HEALTHPLUS PPO,,HEALTHPLUS
2ce4f51d3fe7414954fcda66326783e5,917740,HEALTHY MI PLAN ER ONLY MEDICAID,,""
2ce4f51d3fe7414954fcda66326783e5,917952,HEALTHY MI PLAN HEALTHPLUS,,""
2ce4f51d3fe7414954fcda66326783e5,917761,HEALTHY MI PLAN INCARCERATION MEDICAID,,""
2ce4f51d3fe7414954fcda66326783e5,917742,HEALTHY MI PLAN MCLAREN MEDICAID,,""
2ce4f51d3fe7414954fcda66326783e5,917756,HEALTHY MI PLAN MERIDIAN HEALTH,,""
2ce4f51d3fe7414954fcda66326783e5,917757,HEALTHY MI PLAN MIDWEST HEALTH,,""
2ce4f51d3fe7414954fcda66326783e5,917743,HEALTHY MI PLAN MOLINA HEALTHCARE,,""
2ce4f51d3fe7414954fcda66326783e5,917759,HEALTHY MI PLAN TOTAL HEALTH MEDICAID,,""
2ce4f51d3fe7414954fcda66326783e5,193,HMP ME HEALTH PLUS,,""
2ce4f51d3fe7414954fcda66326783e5,196,HMP ME MCLAREN,,""
2ce4f51d3fe7414954fcda66326783e5,198,HMP ME MEDICAID FFS,,""
2ce4f51d3fe7414954fcda66326783e5,194,HMP ME MERIDIAN,,""
2ce4f51d3fe7414954fcda66326783e5,195,HMP ME MOLINA,,""
2ce4f51d3fe7414954fcda66326783e5,197,HMP ME UNITED HEALTHCARE,,""
2ce4f51d3fe7414954fcda66326783e5,51180,HOSPICE CARE IN MICHIGAN,,""
2ce4f51d3fe7414954fcda66326783e5,665361,HUMANA JVHL,,""
2ce4f51d3fe7414954fcda66326783e5,51184,INSTITUTIONAL SELF PAY,,""
2ce4f51d3fe7414954fcda66326783e5,51187,L & S / PENDING MEDICAID,,MEDICAID
2ce4f51d3fe7414954fcda66326783e5,L&S,L&S,,""
2ce4f51d3fe7414954fcda66326783e5,729921,LAB COURIER-PLAN FIRST MEDICAID,,""
2ce4f51d3fe7414954fcda66326783e5,292115,LAPEER CO JAIL,,""
2ce4f51d3fe7414954fcda66326783e5,229626,LAPEER CO MED CARE FACILITY,,""
2ce4f51d3fe7414954fcda66326783e5,3741,MA  ALLIANCE MEDICARE PPO,,""
2ce4f51d3fe7414954fcda66326783e5,51189,MA ALLIANCE MEDICARE PPO,,MEDICARE
2ce4f51d3fe7414954fcda66326783e5,91,MA ALLIANCE MEDICARE PPO,,MEDICARE
2ce4f51d3fe7414954fcda66326783e5,51190,MA BCN ADVANTAGE,,""
2ce4f51d3fe7414954fcda66326783e5,51192,MA HAP SENIOR EXPANDED NETWORK,,""
2ce4f51d3fe7414954fcda66326783e5,3866,MA HEALTH PLUS MEDICARE,,MEDICARE
2ce4f51d3fe7414954fcda66326783e5,893712,MA MCLAREN ADVANTAGE,,""
2ce4f51d3fe7414954fcda66326783e5,187,MA MCLAREN ADVANTAGE MEDICARE,,MEDICARE
2ce4f51d3fe7414954fcda66326783e5,277038,MA MCLAREN ADVANTAGE MEDICARE,,MEDICARE
2ce4f51d3fe7414954fcda66326783e5,63920,MA MEDICARE PLUS BLUE,,MEDICARE
2ce4f51d3fe7414954fcda66326783e5,93,MA MEDICARE PLUS BLUE,,MEDICARE
2ce4f51d3fe7414954fcda66326783e5,648002,MA MEDICARE PLUS BLUE-PPO,,MEDICARE
2ce4f51d3fe7414954fcda66326783e5,812348,MA MERIDIAN HEALTH PLAN OF MI,,MERIDIAN
2ce4f51d3fe7414954fcda66326783e5,174,MA MOLINA MEDICARE,,MEDICARE
2ce4f51d3fe7414954fcda66326783e5,263096,MA MOLINA MEDICARE,,MEDICARE
2ce4f51d3fe7414954fcda66326783e5,770440,MA UHC COMMUNITY PLAN HMO,,""
2ce4f51d3fe7414954fcda66326783e5,813483,MA UHC MEDICARE SOLUTIONS,,MEDICARE
2ce4f51d3fe7414954fcda66326783e5,51196,MACOMB CARE CONNECT,,""
2ce4f51d3fe7414954fcda66326783e5,658658,MAGELLAN BEHAVIORAL HEALTH,,""
2ce4f51d3fe7414954fcda66326783e5,683,MAGELLAN BEHAVIORAL SOM,,""
2ce4f51d3fe7414954fcda66326783e5,19587,MCARE CAID  FC-F,,""
2ce4f51d3fe7414954fcda66326783e5,19586,MCARE COMMERCIAL,,""
2ce4f51d3fe7414954fcda66326783e5,492098,MCLAREN  HOSPICE,,""
2ce4f51d3fe7414954fcda66326783e5,825,MCLAREN EMPLOYEE HLTH PLN,,""
2ce4f51d3fe7414954fcda66326783e5,3746,MCLAREN HEALTH ADVANTAGE,,""
2ce4f51d3fe7414954fcda66326783e5,695088,MCLAREN HEALTH PLAN CAID HMP,,""
2ce4f51d3fe7414954fcda66326783e5,658194,MCLAREN HLTH ADV FOREIGN DOMESTIC,,""
2ce4f51d3fe7414954fcda66326783e5,656024,MCLAREN HOSPICE,,""
2ce4f51d3fe7414954fcda66326783e5,3748,MCLAREN HOSPICE SERVICE,,""
2ce4f51d3fe7414954fcda66326783e5,48,MCLAREN HOSPICE SERVICE,,""
2ce4f51d3fe7414954fcda66326783e5,684859,MCLAREN MEDICAID  MI CHILD,,""
2ce4f51d3fe7414954fcda66326783e5,30,MCR ADV BCBS OUT OF STATE,,""
2ce4f51d3fe7414954fcda66326783e5,3716,ME CARESOURCE OF MICHIGAN,,""
2ce4f51d3fe7414954fcda66326783e5,80,ME CARESOURCE OF MICHIGAN,,""
2ce4f51d3fe7414954fcda66326783e5,149,ME CMH BAY ARENAC,,""
2ce4f51d3fe7414954fcda66326783e5,3871,ME CMH HURON,,""
2ce4f51d3fe7414954fcda66326783e5,116,ME CMH LAPEER,,""
2ce4f51d3fe7414954fcda66326783e5,3873,ME CMH MACOMB,,""
2ce4f51d3fe7414954fcda66326783e5,3872,ME CMH OAKLAND,,""
2ce4f51d3fe7414954fcda66326783e5,175,ME CMH SAGINAW,,""
2ce4f51d3fe7414954fcda66326783e5,121,ME CMH SANILAC,,""
2ce4f51d3fe7414954fcda66326783e5,3874,ME CMH SANILAC,,""
2ce4f51d3fe7414954fcda66326783e5,122,ME CMH ST CLAIR,,""
2ce4f51d3fe7414954fcda66326783e5,3875,ME CMH ST CLAIR,,""
2ce4f51d3fe7414954fcda66326783e5,123,ME CMH TUSCOLA,,""
2ce4f51d3fe7414954fcda66326783e5,3876,ME CMH TUSCOLA,,""
2ce4f51d3fe7414954fcda66326783e5,119,ME CMH WASHTENAW,,""
2ce4f51d3fe7414954fcda66326783e5,3724,ME GENESEE HEALTH PLAN,,""
2ce4f51d3fe7414954fcda66326783e5,3870,ME GENESEE HEALTH SYSTEM,,""
2ce4f51d3fe7414954fcda66326783e5,3867,ME HEALTH PLUS MEDICAID,,MEDICAID
2ce4f51d3fe7414954fcda66326783e5,289400,ME HEALTHY MICHIGAN PLAN,,""
2ce4f51d3fe7414954fcda66326783e5,289401,ME HMP HEALTHPLUS,,HEALTHPLUS
2ce4f51d3fe7414954fcda66326783e5,291823,ME HMP MEDICAID ESO ONLY,,MEDICAID
2ce4f51d3fe7414954fcda66326783e5,291824,ME HMP MEDICAID INCARCERATION,,MEDICAID
2ce4f51d3fe7414954fcda66326783e5,289402,ME HMP MERIDIAN,,MERIDIAN
2ce4f51d3fe7414954fcda66326783e5,289404,ME HMP MOLINA,,MOLINA
2ce4f51d3fe7414954fcda66326783e5,290490,ME HMP TOTAL HEALTH CARE,,""
2ce4f51d3fe7414954fcda66326783e5,290492,ME HMP UNITED HEALTH CARE,,""
2ce4f51d3fe7414954fcda66326783e5,289984,ME HMPMCL MCLAREN HEALTH PLAN,,""
2ce4f51d3fe7414954fcda66326783e5,3747,ME MCLAREN HEALTH PLAN,,""
2ce4f51d3fe7414954fcda66326783e5,3749,ME MEDICAID,,MEDICAID
2ce4f51d3fe7414954fcda66326783e5,148,ME MEDICAID  SPENDDOWN,,MEDICAID
2ce4f51d3fe7414954fcda66326783e5,86,ME MOLINA HEALTH PLAN,,MOLINA
2ce4f51d3fe7414954fcda66326783e5,3764,ME PENDING MEDICAID,,MEDICAID
2ce4f51d3fe7414954fcda66326783e5,400,MEDICAID,,MEDICAID
2ce4f51d3fe7414954fcda66326783e5,19653,MEDICAID ADULT BENEFIT WAIVER,,MEDICAID
2ce4f51d3fe7414954fcda66326783e5,698617,MEDICAID ADVO HMP FEE FOR SERVICE,,MEDICAID
2ce4f51d3fe7414954fcda66326783e5,734115,MEDICAID AETNA BETTER HEALTH PLAN,,MEDICAID
2ce4f51d3fe7414954fcda66326783e5,695071,MEDICAID HMP EMERGENCY SERVICES ONLY,,MEDICAID
2ce4f51d3fe7414954fcda66326783e5,695069,MEDICAID HMP FEE FOR SERVICE,,MEDICAID
2ce4f51d3fe7414954fcda66326783e5,695073,MEDICAID HMP INCARCERATION,,MEDICAID
2ce4f51d3fe7414954fcda66326783e5,487491,MEDICAID PENDING,,MEDICAID
2ce4f51d3fe7414954fcda66326783e5,632990,MEDICAID VIA ADVOMAS,,MEDICAID
2ce4f51d3fe7414954fcda66326783e5,691,MEDICAL MUTUAL OF OHIO,,""
2ce4f51d3fe7414954fcda66326783e5,300,MEDICARE,,MEDICARE
2ce4f51d3fe7414954fcda66326783e5,191,MEDICARE ADV IN TO OUT REBILLING,,MEDICARE
2ce4f51d3fe7414954fcda66326783e5,51208,MEDICARE IP PART B ONLY,,MEDICARE
2ce4f51d3fe7414954fcda66326783e5,682354,MEDICARE MCLAREN HEALTH PLAN,,MEDICARE
2ce4f51d3fe7414954fcda66326783e5,527556,MEDICARE PART A IP COVG ONLY,,MEDICARE
2ce4f51d3fe7414954fcda66326783e5,146,MEDICARE PART A ONLY,,MEDICARE
2ce4f51d3fe7414954fcda66326783e5,4841,MEDICARE PART B,,MEDICARE
2ce4f51d3fe7414954fcda66326783e5,527557,MEDICARE PART B ONLY NO IP COVG,,MEDICARE
2ce4f51d3fe7414954fcda66326783e5,574042,MEDICARE PLUS BLUE PPO JVHL LAB,,MEDICARE
2ce4f51d3fe7414954fcda66326783e5,19708,MEDICARE RAILROAD,,MEDICARE
2ce4f51d3fe7414954fcda66326783e5,189,MEDICARE RESEARCH CLINICAL TRIAL,,MEDICARE
2ce4f51d3fe7414954fcda66326783e5,734118,MEDICARE UNITED HEALTH CARE,,MEDICARE
2ce4f51d3fe7414954fcda66326783e5,3754,MEEMIC,,""
2ce4f51d3fe7414954fcda66326783e5,19437,MEEMIC AUTO,,""
2ce4f51d3fe7414954fcda66326783e5,695083,MERIDIAN MHP,,MERIDIAN
2ce4f51d3fe7414954fcda66326783e5,695,MERITAIN HEALTH,,""
2ce4f51d3fe7414954fcda66326783e5,19551,MICHIGAN ASSIGNED CLAIMS PLAN,,""
2ce4f51d3fe7414954fcda66326783e5,21187,MIDLAND HEALTH PLAN,,""
2ce4f51d3fe7414954fcda66326783e5,19591,MIDWEST BENEFITS CORP,,""
2ce4f51d3fe7414954fcda66326783e5,51211,MOBILE OUTREACH CLINIC-SELF PA,,""
2ce4f51d3fe7414954fcda66326783e5,19429,MOLINA HEALTH CARE,,MOLINA
2ce4f51d3fe7414954fcda66326783e5,19538,MOLINA HEALTHCARE JVHL LAB,,MOLINA
2ce4f51d3fe7414954fcda66326783e5,703,MOLINA HLTHCARE MICHILD,,MOLINA
2ce4f51d3fe7414954fcda66326783e5,695082,MOLINA HMP,,MOLINA
2ce4f51d3fe7414954fcda66326783e5,722149,MOLINA MI CHILD,,MOLINA
2ce4f51d3fe7414954fcda66326783e5,51214,MT CLEMENS REGIONAL WORK COMP,,""
2ce4f51d3fe7414954fcda66326783e5,820492,MY CARE,,""
2ce4f51d3fe7414954fcda66326783e5,3760,NORTHERN GROUP SERVICES,,""
2ce4f51d3fe7414954fcda66326783e5,51218,NORTHERN GROUP SERVICES,,""
2ce4f51d3fe7414954fcda66326783e5,506399,OAKLAND CO COMM MENTAL HLTH AUTH,,""
2ce4f51d3fe7414954fcda66326783e5,498088,OAKLAND HEALTH PLAN NGS,,""
2ce4f51d3fe7414954fcda66326783e5,718649,OAKLAND MANOR SKILLED NURS FACILITY,,""
2ce4f51d3fe7414954fcda66326783e5,51220,OMNICARE - MEDICAID,,MEDICAID
2ce4f51d3fe7414954fcda66326783e5,3763,OXFORD HEALTH FINANCIAL WORLD,,""
2ce4f51d3fe7414954fcda66326783e5,51227,PHCS,,""
2ce4f51d3fe7414954fcda66326783e5,710929,PHY HEALTH PLAN OF MID MI HMO,,""
2ce4f51d3fe7414954fcda66326783e5,729,PHYSICIANS CARE NETWORK,,""
2ce4f51d3fe7414954fcda66326783e5,673418,PIONEER SPECIALTY LTC HOSPITAL,,""
2ce4f51d3fe7414954fcda66326783e5,51229,PPOM,,""
2ce4f51d3fe7414954fcda66326783e5,19619,PREMIER OCCUPATIONAL HEALTH,,""
2ce4f51d3fe7414954fcda66326783e5,723,PRIORITY HEALTH,,PRIORITY
2ce4f51d3fe7414954fcda66326783e5,19481,PRIORITY HEALTH MEDICAID,,MEDICAID
2ce4f51d3fe7414954fcda66326783e5,699426,PRIORITYHEALTH CARE ADV,,PRIORITY
2ce4f51d3fe7414954fcda66326783e5,695077,PRIORTY HEALTH PLAN MEDICAID HMP,,MEDICAID
2ce4f51d3fe7414954fcda66326783e5,19707,PROGRESSIVE AUTO,,""
2ce4f51d3fe7414954fcda66326783e5,17,PROGRESSIVE AUTO INS,,""
2ce4f51d3fe7414954fcda66326783e5,3766,PROGRESSIVE AUTO INSURANCE,,""
2ce4f51d3fe7414954fcda66326783e5,159,REDIMED,,""
2ce4f51d3fe7414954fcda66326783e5,279643,RESEARCH CLINICAL TRIAL,,""
2ce4f51d3fe7414954fcda66326783e5,855328,RESEARCH CLINICAL TRIAL,,""
2ce4f51d3fe7414954fcda66326783e5,RESCT,RESEARCH CLINICAL TRIAL,,""
2ce4f51d3fe7414954fcda66326783e5,51215,RSL SPECIALTY PRODUCTS ADMIN,,""
2ce4f51d3fe7414954fcda66326783e5,3767,RURAL CARRIERS,,""
2ce4f51d3fe7414954fcda66326783e5,748,RURAL CARRIERS BENEFIT,,""
2ce4f51d3fe7414954fcda66326783e5,749,SAFE RESPONSE-CRIME VICTIMS,,""
